CONFIGURATION:
experiment file = experiments/transformation_invariance_testing.py
git branch = main
git commit hash = 601948e7077f0d767811f4d7a7b08fcbcde09a38
uncommitted changes = True
seed = 42
engine_config_name = leela_local_1600_nodes.ini
data_config_name = fens_board_transformations.ini
address = 127.0.0.1
port = 50001
password = password
remove_pawns = False
num_positions = 50000
transformations = ['rot180']
result_subdir = 

fen,original,rot180
1N4BK/6Q1/8/8/4b2k/8/8/n1q5 w - - 7 50,0.06,0.03
k6K/8/2N2b2/8/2N3B1/8/n5n1/8 w - - 1 58,0.040999999999999995,0.063
2k5/5r2/2b5/B7/3R4/1b1B4/8/K7 w - - 1 37,0.059,0.060000000000000005
7B/5K2/b7/4R3/5B1b/8/1rk5/8 w - - 13 65,0.048,0.027
r3n3/5R2/7N/2K5/8/4k1Nn/8/8 w - - 8 54,0.071,0.048
2K5/8/8/b7/1r2k3/4B3/2N2R2/7n w - - 12 58,0.051000000000000004,0.034
4R3/8/8/2R5/1k2N2K/4r3/8/1n1r4 w - - 10 44,0.061,0.05600000000000001
1br4k/8/7N/8/3R1K1n/8/4B3/8 w - - 12 52,0.039999999999999994,0.073
k7/6r1/2K3n1/8/Nn6/8/3R4/3N4 w - - 17 57,0.045,0.05499999999999999
1R5B/n7/8/8/b6r/6k1/3N4/5K2 w - - 12 61,0.06399999999999999,0.046
3b4/8/3K4/5R2/8/2B3k1/7r/1B1b4 w - - 12 63,0.05500000000000001,0.037000000000000005
5K1R/3R4/k7/4N3/3r4/8/3r4/4n3 w - - 2 60,0.076,0.05900000000000001
3r2k1/8/8/2r3K1/R7/4N3/7R/6n1 w - - 16 60,0.053,0.052000000000000005
4b3/1r6/1kr5/3B4/3R4/8/R6K/8 w - - 6 39,0.054000000000000006,0.038
8/8/b2B4/1k3q2/5b2/2B5/3Q2K1/8 w - - 4 31,0.057,0.061000000000000006
1K6/1B2Q3/2N5/8/8/4q1k1/8/5nb1 w - - 4 62,0.04699999999999999,0.06599999999999999
6B1/1n1r4/3b4/8/8/8/3R4/k4K1N w - - 2 35,0.06999999999999999,0.04
3B2B1/r7/8/8/7R/2k1K3/6b1/6b1 w - - 10 64,0.057,0.046
B3n3/8/8/8/N4b2/3r4/R7/2k2K2 w - - 9 68,0.066,0.034
8/n7/N7/Q2K4/4R3/8/1q4rk/8 w - - 12 58,-0.044,-0.03200000000000001
6n1/6r1/2N5/8/8/2n2K2/7R/k4N2 w - - 5 65,0.091,0.09
8/6nb/2N5/3Q3q/B2K1k2/8/8/8 w - - 11 66,0.056,0.063
8/1Q6/5n1K/8/B7/8/kb5N/1q6 w - - 11 50,-0.083,-0.053
8/8/1n4R1/r7/2K5/k7/1q1NQ3/8 w - - 6 57,-0.06399999999999999,-0.066
8/1n6/8/3N4/4K2B/4N3/1b5n/6k1 w - - 6 63,0.08,0.048
7N/7N/2n5/1R3K2/8/2k5/r7/6n1 w - - 11 44,0.09599999999999999,0.078
8/3R4/6k1/2r5/6N1/1B5K/1n6/7b w - - 2 39,0.06,0.06699999999999999
3Q4/3K4/4n3/6n1/8/N7/k6q/1N6 w - - 10 44,-0.087,-0.03
3b4/5K2/N7/5n1B/2N5/8/8/1k2n3 w - - 10 35,0.091,0.048
5b2/7R/6r1/8/8/1n2KB2/k4N2/8 w - - 5 59,0.079,0.046
8/5Q1N/q7/6B1/2K1b3/8/8/k6n w - - 15 64,-0.07800000000000001,-0.082
BB6/3b4/8/b5q1/7k/8/2K1Q3/8 w - - 2 51,0.04,0.05399999999999999
8/6n1/1n6/4b3/5N2/4N1K1/8/5Bk1 w - - 15 48,0.033,0.036000000000000004
2r5/3b4/8/8/3K2k1/3NB3/7n/2R5 w - - 10 64,0.044,0.034
8/8/1K2B3/8/8/R7/1rbBb2k/8 w - - 11 39,0.057,0.033
3r4/K3k3/6nr/8/8/5R2/8/1R3N2 w - - 4 52,0.048999999999999995,0.040999999999999995
8/B7/8/4N3/7b/k6B/4K3/1nb5 w - - 16 52,0.09,0.077
1b6/k4B2/8/8/2R5/8/2K2b2/2B2r2 w - - 16 51,0.051,0.06
7n/3N4/2K5/1B6/1Q6/8/b1q5/7k w - - 16 64,0.088,0.058
2N5/5k2/3Q4/4B3/2K4q/5n2/5b2/8 w - - 5 64,0.038,0.054
8/8/2NK4/1b5B/n7/R7/7k/5r2 w - - 2 40,0.079,0.054
2r1k2n/8/8/6N1/1N6/5R1K/8/3n4 w - - 5 51,0.046,0.055
1b6/1B6/8/1R6/8/3r2k1/K7/N5n1 w - - 4 63,0.05,0.059000000000000004
2r5/8/7B/2K5/8/4R3/2N4n/6bk w - - 6 66,-0.088,-0.067
1b1B2k1/8/R5K1/8/8/N1r5/6n1/8 w - - 8 54,0.039,0.078
8/6k1/3Q4/4KB2/8/2n5/7q/N6b w - - 12 40,-0.049,-0.04000000000000001
2n5/1R6/5r2/b4k2/3K4/6BN/8/8 w - - 0 37,0.05500000000000001,0.047
8/bk6/7n/8/q2N1K2/2B5/4Q3/8 w - - 19 66,0.031,0.084
2b5/7B/4q1N1/8/8/8/2K5/4knQ1 w - - 9 67,-0.062,-0.043
8/q5n1/6N1/3K4/8/4kb1B/8/1Q6 w - - 14 45,-0.024,-0.016
4q3/8/3Q4/5B2/3NK1n1/2k4b/8/8 w - - 3 39,0.061,0.037
3B2kq/1b6/6n1/8/1N6/8/8/1K2Q3 w - - 13 70,0.032,0.068
n7/k7/8/4R3/2N5/1R3K2/5r1r/8 w - - 0 67,0.054000000000000006,0.076
7n/8/8/3r3k/KR5N/8/7R/3r4 w - - 10 49,0.045,0.062
R5n1/8/1K1k4/6r1/B7/8/8/4bN2 w - - 2 66,0.034,0.061000000000000006
8/7k/4B3/8/1Q4N1/5b2/6n1/3q2K1 w - - 8 43,0.04,0.067
B3bR2/4r3/R2K4/8/8/8/4r3/3k4 w - - 9 69,0.063,0.065
2k5/8/5B2/8/K3NQ2/8/q7/n6b w - - 1 52,-0.06999999999999999,-0.057
1r5r/8/8/5n2/4R3/1R6/5K2/2N4k w - - 2 67,0.089,0.064
1r6/6kr/3R4/7b/R7/8/8/4KB2 w - - 19 67,0.034,0.06899999999999999
4k1r1/8/5b1B/8/N1R5/1K6/8/4n3 w - - 1 59,0.066,0.071
1K6/1n6/8/1q6/b1N5/8/k6B/5Q2 w - - 19 60,0.047,0.046000000000000006
2n5/2B5/2b1k3/8/5K2/8/6b1/N2B4 w - - 14 60,0.032,0.08499999999999999
8/4R3/7n/k5rr/8/K7/N3R3/8 w - - 10 58,0.067,0.07500000000000001
4B3/N7/8/8/2q5/Qnk5/4b3/4K3 w - - 17 58,0.060000000000000005,0.056999999999999995
8/N7/3n4/RK6/Q5q1/6k1/6r1/8 w - - 4 42,-0.07100000000000001,-0.04599999999999999
2R5/1n6/bN1r4/8/8/4B3/6K1/3k4 w - - 9 43,0.049,0.05600000000000001
1b6/8/5K2/8/6r1/4n2k/3NB3/5R2 w - - 9 51,0.074,0.062
1k6/5r2/4R2K/8/2R5/N2n3r/8/8 w - - 17 55,-0.081,-0.051000000000000004
2k5/6q1/b4b2/3K3B/3B4/8/3Q4/8 w - - 6 61,0.036000000000000004,0.046
k7/8/3K4/7n/1q6/1n3N2/1NQ5/8 w - - 17 62,-0.065,-0.054000000000000006
7r/1N6/8/4knn1/8/8/4N3/5RK1 w - - 10 49,-0.11900000000000001,-0.13999999999999999
B4B2/n3N3/8/b6k/3b4/6K1/8/8 w - - 4 42,0.071,0.067
4q3/8/K7/2n1k3/1N6/8/2NQ4/6n1 w - - 0 43,0.081,0.095
2b5/R4B2/1B6/8/5r2/K7/2k4b/8 w - - 1 30,0.05499999999999999,0.040999999999999995
8/8/5N2/1B6/K2R4/8/5k1b/rn6 w - - 15 49,0.076,0.064
1k6/2N5/6K1/R3B3/8/5b2/6n1/7r w - - 8 32,0.053000000000000005,0.044
4n3/6k1/5r2/3R2K1/6QN/8/2q5/8 w - - 2 52,0.051,0.06
2r2N2/2b5/8/2k5/1n3R2/4K1B1/8/8 w - - 8 68,0.028,0.036
B6Q/n7/4N3/6K1/8/8/k7/1q1b4 w - - 6 32,0.069,0.034
6K1/N1rk4/R7/8/5b2/8/6B1/6n1 w - - 8 33,0.055,0.07200000000000001
2q4n/7r/8/8/R7/8/2K4k/Q5N1 w - - 13 44,0.091,0.101
7R/2kr2r1/5b2/8/1R6/3K4/3B4/8 w - - 13 44,-0.067,-0.072
2R5/1K4r1/2N5/7R/r3k3/8/8/n7 w - - 4 39,0.095,0.043000000000000003
N6K/4k3/8/4b3/6n1/3B3n/2N5/8 w - - 6 42,-0.06999999999999999,-0.045000000000000005
8/5B2/5b2/3RN3/7k/7n/2r5/4K3 w - - 3 57,0.023000000000000003,0.043000000000000003
8/2r5/8/8/K5n1/RB6/N2b4/k7 w - - 8 36,0.046,0.049
4k3/8/4K2n/3R2R1/2r5/3N4/8/5r2 w - - 16 68,0.05500000000000001,0.07999999999999999
2N5/NR6/n7/8/7k/7r/5n1K/8 w - - 7 47,0.05,0.052
3k4/n1r3NK/8/8/8/6r1/8/4RR2 w - - 0 61,0.073,0.085
5nk1/3R4/5q2/6r1/8/8/8/1N1Q3K w - - 13 61,-0.045000000000000005,-0.055
8/N6k/6n1/1N1n1BK1/b7/8/8/8 w - - 5 45,0.045,0.077
N7/8/2kn2K1/2n5/4NQ2/8/6q1/8 w - - 4 36,-0.08600000000000001,-0.051000000000000004
8/1r6/1q4Q1/6K1/5R1B/8/5b2/k7 w - - 13 57,0.054000000000000006,0.031
4K1b1/3B4/2Q4B/8/7b/3q4/8/6k1 w - - 13 51,0.05299999999999999,0.066
7R/5n2/8/2K5/3r4/7R/4k2N/3r4 w - - 0 44,0.040999999999999995,0.027
2B4K/8/Q1b5/7k/b7/8/8/5B1q w - - 14 46,0.025,0.053
2R5/3B4/4K1bn/8/6kr/8/3N4/8 w - - 1 30,0.038,0.041
3B3K/7B/b7/8/8/4k3/1N1n4/6b1 w - - 3 34,0.040999999999999995,0.08499999999999999
8/R3B3/8/3r4/7b/7k/2N1K3/3n4 w - - 11 39,0.034999999999999996,0.049
8/5R2/8/1B6/1K2k3/2b5/4N3/3n3r w - - 17 55,0.062,0.055999999999999994
3K4/2N5/8/4N3/8/k7/5rn1/3R1n2 w - - 3 34,0.074,0.047
6n1/2K5/7b/1N3k2/5B2/5R2/8/7r w - - 6 52,0.018000000000000002,0.029000000000000005
6Nb/3Q4/4B3/8/8/3K4/1k1n4/3q4 w - - 5 40,-0.06899999999999999,-0.055999999999999994
1k4q1/7K/Q3b1N1/8/8/1n1B4/8/8 w - - 5 32,0.05499999999999999,0.05499999999999999
4K3/8/1R6/2N2k2/3B4/2r3b1/8/3n4 w - - 8 57,0.049,0.051000000000000004
6q1/1N6/1B4b1/8/8/1K2Q3/8/5k1n w - - 7 49,0.053,0.045
q6b/1N2Q1K1/8/B7/5n2/5k2/8/8 w - - 9 63,-0.066,-0.04
4Q3/r7/2K5/6q1/2k5/3r4/7R/4R3 w - - 5 65,0.032,0.031
3Q4/3n4/3q4/4r3/8/7K/8/3k1NR1 w - - 7 35,0.043000000000000003,0.03900000000000001
8/4k2q/6b1/5B2/6B1/6b1/2Q1K3/8 w - - 16 59,0.051000000000000004,0.053
8/5n2/2R5/6K1/6N1/4R3/3r4/1r4k1 w - - 6 40,0.074,0.078
8/4r3/4B1R1/2N4n/3K4/6b1/8/6k1 w - - 1 58,0.061000000000000006,0.051000000000000004
8/5n2/8/2k4r/B1b5/1R5N/8/5K2 w - - 1 43,-0.067,-0.067
3r4/8/K7/1B3b2/2R5/4R3/5r1k/8 w - - 6 42,0.069,0.04
8/2KBb3/k7/1N6/n7/1b6/8/1B6 w - - 20 63,0.071,0.051
8/r7/8/1k6/8/2B2N2/1n5K/bR6 w - - 3 30,0.067,0.048999999999999995
6R1/1r6/8/8/4k1K1/4n3/1n6/NN6 w - - 1 34,-0.049,-0.07500000000000001
1N2K2k/7n/3r4/2R5/3n4/6N1/8/8 w - - 18 63,0.024999999999999998,0.035
8/1k3b2/8/8/4R3/3B2K1/8/3rN1n1 w - - 6 47,0.076,0.06
3rk3/N7/6R1/3n4/7R/8/1r6/3K4 w - - 15 68,0.025,0.027
8/2n5/1N5B/8/R7/3b4/5k2/4r2K w - - 7 53,-0.04700000000000001,-0.063
1K1k4/8/1R6/8/r7/3b3B/2n5/3N4 w - - 14 69,0.049,0.056
6b1/8/3B1K2/8/nN2r3/k7/8/1R6 w - - 7 65,0.064,0.057
3B2n1/4r3/8/6bk/8/6R1/4K3/4N3 w - - 2 35,0.09,0.102
R7/8/1N6/6r1/4R3/1n6/3r4/1k4K1 w - - 4 40,-0.104,-0.074
3q4/8/6K1/1QN1b3/3n4/3B4/5k2/8 w - - 0 34,0.024000000000000007,0.03799999999999999
8/3k4/3r4/2rn3K/6NR/8/8/R7 w - - 2 36,-0.048,-0.047
2B5/4B3/8/8/2RKb3/5k2/8/4r1b1 w - - 2 53,-0.064,-0.06699999999999999
R6N/2b3B1/8/8/7k/5n2/3r4/5K2 w - - 4 52,-0.048,-0.099
1B6/3NK1k1/2b5/8/2n5/1b1B4/8/8 w - - 17 68,0.04,0.09799999999999999
2N3Q1/6B1/8/K6q/6n1/3b4/4k3/8 w - - 18 70,-0.062,-0.034999999999999996
3k1b2/2n5/8/NB2Q3/8/5q2/7K/8 w - - 8 36,0.071,0.081
1b1B4/k7/8/8/8/Kr4q1/2R5/2Q5 w - - 4 62,-0.055999999999999994,-0.05500000000000001
1R3Q2/8/8/3KbB2/7r/4qk2/8/8 w - - 1 34,-0.055,-0.051000000000000004
Q2r4/8/8/8/1K5b/4qB2/7k/5R2 w - - 20 69,-0.049,-0.058
1B2b3/2n5/3k4/3r4/8/8/4N2R/6K1 w - - 0 31,0.057999999999999996,0.073
8/3bn3/k7/1N6/K7/1RB5/6r1/8 w - - 4 57,-0.06599999999999999,-0.05800000000000001
5b2/1B3k2/2N1b3/8/KB6/8/8/7n w - - 1 39,0.04,0.039
2q3K1/2r5/8/4R2N/8/5Q1n/8/6k1 w - - 3 65,-0.048999999999999995,-0.04100000000000001
6n1/8/8/k4K2/r7/n7/3RN3/N7 w - - 1 39,0.060000000000000005,0.06599999999999999
5N2/4n3/5N2/8/2R5/3K4/7n/2rk4 w - - 3 35,0.064,0.055
2n5/5K2/7Q/8/1N6/4nk2/6q1/7N w - - 0 32,0.08,0.05099999999999999
7b/1B1r4/8/1R1K4/n7/k3N3/8/8 w - - 10 49,0.06199999999999999,0.030000000000000002
8/1Q5q/3N4/B6n/4bk2/8/8/2K5 w - - 15 58,0.05,0.026
5r2/3R4/k3B3/6K1/5bQ1/8/3q4/8 w - - 11 70,0.059000000000000004,0.064
1K6/8/3k4/2r1r3/3N1R2/8/1R6/4n3 w - - 14 63,0.07,0.06
4n3/8/2r5/1N6/2r5/RR6/8/2k3K1 w - - 4 41,0.06,0.062
5r2/n7/4kN1R/3b4/7B/8/8/5K2 w - - 13 43,0.054,0.08499999999999999
kN6/2K5/N7/n7/8/1n6/5B2/3b4 w - - 9 70,0.075,0.072
8/7R/7N/2nr2N1/5K2/3k4/8/7n w - - 9 48,0.067,0.057999999999999996
3b4/8/8/K1n3r1/2R5/4B2N/1k6/8 w - - 8 45,0.057999999999999996,0.048
2R5/1K5b/8/7r/2R4B/8/1k1r4/8 w - - 3 67,0.07200000000000001,0.06
8/8/2k1K3/7r/3B4/6R1/4b2r/4R3 w - - 0 39,0.08800000000000001,0.07100000000000001
8/1n1r4/3k4/5KN1/1b4B1/8/8/7R w - - 0 32,0.059,0.064
7q/8/4n3/8/3r1k2/7K/2Q5/5NR1 w - - 3 32,-0.063,-0.095
r7/2k1B3/8/1K3R2/5n2/6b1/2N5/8 w - - 6 32,0.058,0.077
2B5/8/3r4/2n5/8/8/K2k4/R2N1b2 w - - 14 56,-0.07200000000000001,-0.084
8/5r2/5b2/1k6/6R1/Bb2B3/4K3/8 w - - 1 42,0.042,0.049
4r2k/2K5/R7/3N4/2B5/8/1b6/6n1 w - - 1 55,0.057,0.055
8/8/8/2KB4/R4R2/3b2r1/7k/1r6 w - - 9 47,0.067,0.051000000000000004
3kbN2/8/8/K2B4/7R/8/3n4/4r3 w - - 3 37,0.046,0.053000000000000005
1r4k1/8/8/R6K/5b2/8/1B2R3/5r2 w - - 15 57,0.064,0.07
8/8/3NQ3/8/2n1BK2/8/3k4/3q1b2 w - - 17 54,0.065,0.059
K2k2B1/6NR/3n4/8/8/6b1/8/2r5 w - - 10 51,-0.064,-0.031
1K6/3NR3/3n3B/b7/6k1/2r5/8/8 w - - 9 58,-0.07100000000000001,-0.044000000000000004
8/8/5K2/r7/2R5/4k1Br/1b6/6R1 w - - 6 56,-0.07300000000000001,-0.07899999999999999
4k3/2K5/1r6/2bR4/8/5B2/6R1/2r5 w - - 9 43,0.045000000000000005,0.046000000000000006
1B6/1R3K2/8/bB6/8/r7/7b/6k1 w - - 10 35,0.064,0.045
3n1N2/4R1Q1/8/8/kr6/8/1q6/4K3 w - - 10 36,0.046,0.026999999999999996
8/3b4/2n5/8/R6B/5K2/8/4rk1N w - - 11 51,0.040999999999999995,0.032
7b/5q2/8/4Q3/2K5/4R3/4B3/4k2r w - - 1 31,0.045,0.03
2K3Q1/5B2/8/2n5/8/5k1N/8/2b1q3 w - - 11 61,0.053000000000000005,0.039
6k1/8/8/6b1/1n2B2b/2N2KB1/8/8 w - - 5 48,0.044,0.066
8/7n/8/1NQ5/5q2/1r4k1/2R5/4K3 w - - 1 64,0.118,0.10099999999999999
4K3/8/8/6Br/2b2R2/1k6/6Q1/1q6 w - - 11 50,0.955,0.956
1k6/7r/1q5r/8/Q7/8/1RR5/1K6 w - - 10 59,0.939,0.943
5q1k/8/4K3/3R4/8/7r/2B1Q2b/8 w - - 0 56,0.871,0.901
1K6/8/8/2k5/2b1n3/7B/8/1r2NR2 w - - 4 59,-0.957,-0.952
8/5r2/Q7/8/4K1k1/3R3N/8/3nq3 w - - 2 52,-0.866,-0.878
R4R2/8/2k1K3/1r6/8/3N4/8/nr6 w - - 7 59,0.946,0.943
5r1r/8/8/R2Q1R2/8/4q1K1/8/2k5 w - - 7 65,-0.93,-0.931
7k/8/5bB1/8/8/4Kr2/5RB1/3b4 w - - 2 34,0.967,0.939
k1r5/8/1R6/8/8/4Q3/K1q1n3/7N w - - 14 45,-0.943,-0.914
8/2b3q1/7k/5K1r/QR6/8/8/5B2 w - - 7 70,-0.941,-0.9359999999999999
B7/b3r3/5qk1/3K4/4R3/Q7/8/8 w - - 16 57,0.965,0.961
2Q4n/7r/3k4/8/6R1/3KN2q/8/8 w - - 16 70,0.943,0.934
1K5R/8/8/5Q2/8/8/1r2n2N/q2k4 w - - 0 52,-0.934,-0.969
2Br4/6K1/4Q3/8/1R4b1/7q/8/3k4 w - - 13 67,0.926,0.938
3b4/1nr5/7K/1N1B1R2/8/8/4k3/8 w - - 2 56,0.934,0.943
q3K1Q1/8/7b/8/8/1R6/1B6/1r2k3 w - - 6 54,-0.944,-0.915
q3B3/4Q3/8/3b4/8/6r1/1k1KR3/8 w - - 7 69,0.953,0.96
8/8/8/k3K1Q1/6B1/2R5/3r4/1q2b3 w - - 10 38,0.96,0.96
8/1r4B1/7B/8/4K3/5R2/6b1/3k3b w - - 10 67,-0.984,-0.99
4Q1K1/8/8/2R5/2R5/2rq4/8/3r2k1 w - - 3 44,0.976,0.982
2Q1K3/8/8/3k2B1/8/8/bq1N4/n7 w - - 2 42,0.896,0.922
N7/8/5q2/4rn2/6k1/1Q6/2R5/4K3 w - - 6 69,-0.928,-0.932
8/5K2/8/3QB3/7k/qb2N3/8/4n3 w - - 4 48,0.036000000000000004,0.049
N7/8/N7/8/2k5/3nK3/b7/1n3B2 w - - 10 33,0.053,0.04
n7/8/3B4/8/K4n2/6k1/2N5/3bN3 w - - 7 46,0.041999999999999996,0.043000000000000003
k7/8/1q4K1/4RQ2/n7/2r4N/8/8 w - - 12 65,0.041,0.07
3R4/6r1/1N4n1/5r2/1R6/5K2/k7/8 w - - 0 33,0.088,0.083
2N2bk1/1q6/n7/8/3B4/K6Q/8/8 w - - 2 60,-0.028000000000000004,-0.020999999999999998
3K3R/6n1/3b4/3r3B/1k6/8/8/5N2 w - - 8 35,-0.063,-0.065
8/8/2R5/7q/6r1/1K5n/Q2N4/7k w - - 13 50,0.05499999999999999,0.044000000000000004
6k1/2B1R3/3N3b/8/6K1/8/2rn4/8 w - - 1 55,0.042,0.067
1r4B1/1b6/8/k7/7K/3r4/1R4R1/8 w - - 17 69,0.088,0.095
6B1/6K1/2q4N/8/n6k/5b2/8/1Q6 w - - 8 50,0.068,0.044
2r5/6b1/4R3/K7/8/7k/B4R2/3r4 w - - 7 51,0.075,0.053
1KQ5/N7/5B1b/8/8/3k4/3n4/3q4 w - - 5 42,0.06199999999999999,0.041
1k6/1b6/8/r2q4/8/7Q/3B4/3K1R2 w - - 4 68,0.052,0.066
7k/2R5/B6b/8/7r/8/5K2/1n2N3 w - - 8 51,0.038,0.053
7B/1b1N4/7k/6n1/8/5r2/R5K1/8 w - - 4 67,-0.038,-0.07
6r1/b7/4K3/Bn1N1R2/8/8/2k5/8 w - - 3 65,0.07899999999999999,0.043
1QK5/8/3R4/6b1/8/8/1B2k3/2r4q w - - 12 40,0.08399999999999999,0.07600000000000001
4Nn2/8/4k3/4r3/1b6/7K/8/B1R5 w - - 9 47,0.046,0.047
7n/4k3/K3q3/1R6/Q7/2r5/5N2/8 w - - 5 59,0.03,0.068
7K/1N1nk3/8/8/6r1/8/5R2/1b2B3 w - - 11 70,-0.13399999999999998,-0.097
1Q6/8/7B/3b4/1K6/2B5/q5b1/1k6 w - - 7 64,0.062,0.043
6r1/8/5KB1/8/8/1k4r1/b7/3R3R w - - 7 39,0.048,0.040999999999999995
8/8/7K/B4br1/7k/4R1Nn/8/8 w - - 0 60,0.053000000000000005,0.047
8/3B4/8/q4N1k/8/8/b3K1Q1/2n5 w - - 7 47,0.063,0.074
1n6/8/3r4/5K2/8/Nk6/1r6/R5R1 w - - 7 30,0.057999999999999996,0.067
8/1B1Q4/3B4/8/8/8/2b5/q1kb2K1 w - - 9 55,0.036,0.041
5B2/K4b2/2r5/2B5/7R/8/6k1/6b1 w - - 18 69,0.048999999999999995,0.058
5k2/q3n3/8/4b3/K7/8/8/2QN3B w - - 13 58,-0.055,-0.064
8/B4R2/n3N3/r7/8/8/K3k3/3b4 w - - 9 53,0.07100000000000001,0.043000000000000003
k7/6r1/8/5Rn1/2b2B2/5K2/6N1/8 w - - 11 39,0.051000000000000004,0.06999999999999999
q2n1K2/5NQ1/8/8/7n/5k2/8/7N w - - 16 65,0.055999999999999994,0.068
1bn4B/8/1k6/7K/5r2/8/2N5/4R3 w - - 2 50,0.051000000000000004,0.044000000000000004
r7/6R1/5r2/4N3/1R6/5K2/3k4/7n w - - 12 66,0.05499999999999999,0.082
RB5N/8/1k3K2/8/1n6/8/1b6/4r3 w - - 14 58,-0.053000000000000005,-0.075
3b1r2/8/8/1N5K/8/8/1k4B1/n2R4 w - - 11 39,0.068,0.04
3q2n1/8/n7/8/N7/K7/6k1/Q2N4 w - - 7 35,0.07200000000000001,0.05600000000000001
6b1/8/2Q2K2/8/7R/3r4/6B1/qk6 w - - 4 46,0.049999999999999996,0.034
B1k4b/8/1R1K4/8/1N6/8/4rn2/8 w - - 1 67,0.06,0.11299999999999999
5Q2/q7/2B1N3/4b2K/8/8/8/4n1k1 w - - 5 42,0.09499999999999999,0.057
1r6/4b3/1K2k3/2R5/8/1n6/8/5B1N w - - 0 44,-0.05600000000000001,-0.05800000000000001
8/2rB1R1N/8/8/2nkb3/8/8/K7 w - - 10 37,-0.047,-0.074
8/4N1k1/5n2/R3B1b1/5r2/8/5K2/8 w - - 3 60,0.065,0.086
8/N5B1/5K2/8/1R6/8/2r1n3/k4b2 w - - 12 45,0.075,0.053000000000000005
8/7K/4b2r/6k1/1n6/R7/8/3N1B2 w - - 3 44,-0.05099999999999999,-0.03899999999999999
B6b/7n/8/7N/2Q1K3/7k/8/6q1 w - - 18 62,0.053,0.039999999999999994
2B2RK1/R7/8/1rk3b1/8/8/7r/8 w - - 3 42,0.06999999999999999,0.072
1NK1B3/6k1/8/8/3b4/5nq1/Q7/8 w - - 10 35,0.058,0.08099999999999999
8/6r1/k7/8/7b/K5n1/R1N3B1/8 w - - 10 41,0.058,0.077
5r1n/8/5K2/R1Nk4/8/3Nn3/8/8 w - - 5 41,0.057,0.10099999999999999
8/8/1K3q2/8/1NR5/8/Q3n3/3k3r w - - 17 58,0.052000000000000005,0.03
1K6/8/5Q2/7q/3B4/8/k3b2n/7N w - - 8 37,0.062,0.046
3R4/8/1n2N3/8/6r1/k2N3n/8/3K4 w - - 6 35,0.089,0.06899999999999999
8/2N3r1/3K1b2/7R/8/8/6k1/1B4n1 w - - 9 51,0.06799999999999999,0.047
1Q6/4q3/8/1b6/5B2/4BK2/k7/5b2 w - - 5 64,0.064,0.049
2kN2B1/4nK2/1Q6/8/7q/6b1/8/8 w - - 1 30,0.044000000000000004,0.062
4br2/3K4/3R4/2k5/B7/6n1/8/6N1 w - - 4 47,-0.08,-0.05900000000000001
1B6/7R/4b3/7B/b5K1/8/2r3k1/8 w - - 2 37,0.065,0.052
3K1R2/8/1k1B1r2/8/8/6Q1/1q4b1/8 w - - 3 43,0.054,0.047
8/R6B/3N4/8/5n2/5K2/8/2b1r2k w - - 8 35,0.077,0.042
8/B2K4/8/3N1R2/2r5/8/3n3b/2k5 w - - 10 33,0.061,0.046
5q2/3B4/2Q5/3N4/3b4/7K/8/3n2k1 w - - 1 49,0.011999999999999997,0.010000000000000002
7b/8/6K1/3B4/8/4R1r1/1k1B3b/8 w - - 11 70,0.060000000000000005,0.026000000000000002
8/4R3/8/r7/b3N1nk/8/4K1B1/8 w - - 6 57,0.054,0.071
4B1k1/7b/7b/4R3/8/8/4KB2/7r w - - 3 50,0.045000000000000005,0.071
8/8/N7/5K2/b2n4/3r4/5BR1/k7 w - - 7 67,0.06599999999999999,0.056
8/B5bQ/b7/6B1/8/4K3/kq6/8 w - - 8 57,-0.045,-0.041999999999999996
5n1r/2k5/3q4/5R2/3N4/4Q3/8/7K w - - 19 60,0.062,0.062
2R5/7b/2K5/5k2/1B6/7q/2r5/6Q1 w - - 1 58,-0.011999999999999997,-0.015
1B1b2B1/8/8/3K3N/2n5/1k2b3/8/8 w - - 0 68,0.053,0.044
2N4n/8/8/R3N2n/8/6K1/1r6/3k4 w - - 1 54,0.065,0.091
5K2/8/R4b2/2N4n/6B1/8/8/1k5r w - - 14 69,0.091,0.053000000000000005
8/5R2/BK4N1/8/8/8/2k3br/6n1 w - - 0 65,0.094,0.064
5R2/8/5K2/3N4/6n1/3N1n2/k3r3/8 w - - 3 33,0.069,0.04
k7/7K/B7/8/b6N/7R/4n3/4r3 w - - 7 39,0.048,0.075
8/8/6b1/1B4k1/5n2/8/1N6/2Q1K2q w - - 2 36,-0.038,-0.053000000000000005
4Knq1/8/8/5Q2/N1b5/2B1k3/8/8 w - - 5 69,0.061,0.059000000000000004
8/4k3/6K1/r3b3/8/4R3/8/3N1B1n w - - 2 41,0.042,0.069
4B3/1r6/8/5k2/1r3b2/1K1R4/8/6R1 w - - 7 65,-0.061,-0.095
8/8/7k/B1bB1R2/8/8/1r6/b1K5 w - - 8 58,0.049999999999999996,0.036000000000000004
8/6b1/6k1/1QK4N/8/8/1q2B3/2n5 w - - 4 50,0.031,0.048
5R2/3b2B1/8/7B/8/3K3b/3r4/2k5 w - - 4 44,0.11,0.06999999999999999
3B1b2/1K6/4kB1b/8/3Q4/8/2q5/8 w - - 15 52,0.045000000000000005,0.063
