,fen,original,rot180,difference
38315,8/8/8/1K1N4/4N2n/3B4/8/n5bk w - - 9 58,0.0499999999999999,0.043,0.006999999999999902
46149,8/8/4NK2/8/k1rR4/4B2n/4b3/8 w - - 8 69,0.048,0.0549999999999999,0.006999999999999902
33712,8/8/3N4/2N5/3Bb2n/5k2/3K2n1/8 w - - 5 31,0.043,0.0499999999999999,0.006999999999999902
34791,8/7K/7N/8/3n1k1r/2N5/R7/5n2 w - - 6 68,0.0609999999999999,0.054,0.006999999999999902
33511,4q3/8/4k3/8/2N5/N1K5/2Q1n3/2n5 w - - 0 40,-0.018,-0.0249999999999999,0.006999999999999902
32572,1k2q3/b4b2/8/8/6QB/B4K2/8/8 w - - 13 67,0.018,0.0249999999999999,0.006999999999999902
45742,2b2n2/8/1r6/7k/8/2B5/8/K2N2R1 w - - 8 38,0.0529999999999999,0.046,0.006999999999999902
39116,r7/1n5K/2N1R3/8/2k5/5N2/1n6/8 w - - 20 65,0.051,0.0579999999999999,0.006999999999999902
28425,1R4K1/1N1k4/7R/8/8/1r1n4/8/6r1 w - - 4 35,0.022,0.0289999999999999,0.006999999999999902
46435,8/B1R5/5r2/7r/3R4/8/4k3/b1K5 w - - 2 69,0.0579999999999999,0.051,0.006999999999999902
47932,2q5/6n1/8/7k/BK6/8/2b5/3N1Q2 w - - 9 57,0.058,0.0649999999999999,0.006999999999999902
47444,4Q3/8/8/q1bK4/8/3B2R1/8/k1r5 w - - 4 48,0.0369999999999999,0.03,0.006999999999999902
46526,2n3r1/8/8/2NR4/7K/r3k3/3R4/8 w - - 10 33,0.032,0.0389999999999999,0.006999999999999902
33885,8/8/5N2/1r6/8/3b2B1/R4K1n/7k w - - 12 70,0.0519999999999999,0.045,0.006999999999999902
40176,8/8/r6b/1R2B3/1R6/7K/3k4/4r3 w - - 9 39,0.0549999999999999,0.048,0.006999999999999902
38200,8/8/1r4B1/1b3B2/8/3b4/7R/K3k3 w - - 8 46,0.0249999999999999,0.018,0.006999999999999902
46533,4k3/8/7K/B7/1R6/b3rb2/7B/8 w - - 2 53,-0.022,-0.0289999999999999,0.006999999999999902
28925,6Q1/n3N3/8/1n3N2/8/5k2/2K4q/8 w - - 15 55,0.0579999999999999,0.051,0.006999999999999902
24781,8/7q/Q4R2/8/8/1r6/n5K1/1k2N3 w - - 14 49,0.0289999999999999,0.022,0.006999999999999902
38467,8/4K1q1/8/Q2N3R/4k3/8/8/1r3n2 w - - 5 57,0.0,0.0069999999999999,0.0069999999999999
44456,6bk/3N2q1/8/8/Q3B3/4K3/8/2n5 w - - 12 40,0.0,0.0069999999999999,0.0069999999999999
37711,2r5/4k3/1Q6/8/4q1N1/6R1/6K1/2n5 w - - 7 70,-0.003,0.0039999999999999,0.0069999999999999
32736,4b3/K1q5/8/2B3n1/8/2Q5/5N2/5k2 w - - 7 40,-0.002,0.0049999999999999,0.0069999999999999
44129,6N1/5n1K/1r6/5n1k/R7/8/7N/8 w - - 6 56,-0.0209999999999999,-0.014,0.0069999999999999
44537,1b3B2/k7/3RK3/8/8/2n5/2r5/3N4 w - - 4 35,0.0209999999999999,0.014,0.0069999999999999
38027,2r5/1k2q3/3n3R/8/K7/8/Q7/N7 w - - 3 62,-0.0069999999999999,0.0,0.0069999999999999
44313,5k2/2N4K/3r4/1B4R1/8/1b6/n7/8 w - - 5 67,-0.001,0.0059999999999999,0.0069999999999999
46711,5q2/1B3b1k/2Q5/8/6r1/4K3/8/1R6 w - - 9 39,0.006,0.0129999999999999,0.0069999999999999
21743,3k4/B7/5n2/8/QN5q/7b/8/4K3 w - - 8 57,0.0069999999999999,0.0,0.0069999999999999
33029,4QKn1/8/8/6q1/5k2/8/2N2b2/1B6 w - - 14 62,-0.0059999999999999,0.001,0.0069999999999999
34458,8/8/2k5/q7/n3r3/1K6/6NR/3Q4 w - - 12 47,-0.0019999999999999,0.005,0.0069999999999999
33934,4k3/b4q2/8/R2B4/2K4r/8/8/Q7 w - - 13 51,0.0029999999999999,-0.004,0.0069999999999999
44233,8/6R1/2R5/B7/4k3/8/4r3/K5br w - - 7 32,0.0039999999999999,-0.003,0.0069999999999999
28776,8/4k3/5b1K/8/n5R1/3N4/rB6/8 w - - 1 34,0.0159999999999999,0.009,0.0069999999999999
32593,8/6n1/6r1/8/1RQ3K1/k7/8/q4N2 w - - 14 69,0.005,0.0119999999999999,0.0069999999999998995
45086,8/4b1Bb/8/8/3N4/1K1n2k1/2B5/8 w - - 4 55,0.007,0.0139999999999999,0.0069999999999998995
45215,8/7r/8/5N2/4r1n1/R5R1/2K2k2/8 w - - 9 31,0.0139999999999999,0.007,0.0069999999999998995
34010,R1N4r/5k2/8/1n1K2r1/8/8/4R3/8 w - - 13 70,-0.0239999999999999,-0.017,0.006999999999999899
25523,5r2/8/kb6/4B3/3K4/3RR3/1r6/8 w - - 2 45,-0.021,-0.0279999999999999,0.006999999999999899
44132,1k6/8/8/7n/3R1K2/4R1N1/1r5r/8 w - - 1 60,0.0279999999999999,0.021,0.006999999999999899
45164,2k5/2r5/6b1/8/8/4K3/2B3r1/R1R5 w - - 16 60,0.0339999999999999,0.027,0.006999999999999899
28810,8/5R2/8/2k4K/5N2/n7/4r3/N5n1 w - - 9 35,0.0329999999999999,0.026,0.006999999999999899
5901,8/3R3N/6Q1/4r3/K7/8/8/k3qn2 w - - 0 49,-0.0279999999999999,-0.021,0.006999999999999899
32992,2K5/8/8/7n/8/1Q1N1k2/2qr4/1R6 w - - 7 69,0.024,0.0309999999999999,0.006999999999999899
32811,8/7n/8/1k6/1b1B4/8/K2q1Q2/4N3 w - - 10 50,0.0269999999999999,0.02,0.006999999999999899
38791,8/7N/7K/5b2/k7/1R6/r7/3Bn3 w - - 17 65,0.027,0.0339999999999999,0.006999999999999899
32831,8/4K3/B7/r7/5R2/7k/4B3/bb6 w - - 0 51,0.026,0.0329999999999999,0.006999999999999899
28663,8/1k1K4/3B1R2/3r4/8/8/5n2/4N1b1 w - - 10 61,0.028,0.0349999999999999,0.006999999999999899
35462,5K2/8/8/r7/3b4/1n6/3kN1R1/6B1 w - - 4 47,0.941,0.934,0.006999999999999895
16255,rN6/8/6q1/8/4n1k1/8/1QR1K3/8 w - - 7 48,-0.1159999999999999,-0.109,0.006999999999999895
36196,3Bk3/8/8/8/2KQ2b1/4nq2/8/N7 w - - 2 58,-0.161,-0.1679999999999999,0.006999999999999895
21968,N3n2r/4R3/8/k7/8/5K2/8/b4B2 w - - 5 45,0.398,0.4049999999999999,0.006999999999999895
48397,1B6/B4r2/2R4b/6k1/8/8/b7/2K5 w - - 8 56,0.0689999999999999,0.062,0.006999999999999895
36667,8/3Q4/N7/7K/4qk2/1R6/n4r2/8 w - - 18 68,0.7989999999999999,0.792,0.006999999999999895
7290,1K2N3/8/8/6k1/3n2br/B7/8/4R3 w - - 4 54,0.8089999999999999,0.802,0.006999999999999895
23347,8/6B1/2b1q3/4Q3/6b1/K7/2B5/6k1 w - - 1 33,0.218,0.2249999999999999,0.006999999999999895
39573,8/8/1nr5/8/3KN3/n1NR4/1k6/8 w - - 0 66,0.0559999999999999,0.049,0.006999999999999895
20553,6RQ/2r5/8/n7/2qN4/8/8/3k1K2 w - - 15 60,0.2679999999999999,0.261,0.006999999999999895
20166,4k3/B7/3K4/7n/8/2R5/1N2b3/4r3 w - - 2 31,0.3389999999999999,0.332,0.006999999999999895
42587,8/BRb1q3/4k3/7r/Q1K5/8/8/8 w - - 4 44,0.1079999999999999,0.101,0.006999999999999895
42005,8/6B1/8/1b6/8/4k1K1/3r4/R2B1b2 w - - 9 60,0.944,0.937,0.006999999999999895
27958,1R6/3R2N1/k5K1/3n4/8/3r4/6r1/8 w - - 2 49,-0.152,-0.1589999999999999,0.006999999999999895
34397,8/2b5/8/4Bb2/1k6/4K3/6RB/2r5 w - - 7 36,0.0699999999999999,0.063,0.006999999999999895
27567,4Q3/6N1/3q2n1/3k4/8/8/1N6/n4K2 w - - 5 55,0.1669999999999999,0.16,0.006999999999999895
43653,7R/6R1/b3r1B1/3r4/K5k1/8/8/8 w - - 17 64,0.932,0.939,0.006999999999999895
20029,8/4N3/6q1/5b2/8/1K6/5kBQ/2n5 w - - 4 43,-0.22,-0.2269999999999999,0.006999999999999895
24130,8/5n2/2q5/Nk6/8/Q7/8/2r1K1R1 w - - 2 64,-0.937,-0.944,0.006999999999999895
25802,8/5N2/5Q2/1b3BnK/8/6q1/8/2k5 w - - 11 36,0.336,0.3429999999999999,0.006999999999999895
25771,n5r1/1N2r3/7K/8/7k/2R5/1R6/8 w - - 4 67,0.937,0.944,0.006999999999999895
42632,8/4r3/4B3/4Rbr1/8/3k4/1R6/7K w - - 1 41,0.943,0.936,0.006999999999999895
26353,2K5/4b2Q/R7/4r2B/8/8/3q4/6k1 w - - 8 30,0.0999999999999999,0.093,0.006999999999999895
34442,1R6/5B2/8/1RK2bk1/8/7r/8/6r1 w - - 11 66,0.063,0.0699999999999999,0.006999999999999895
16486,8/8/rn6/2r5/3R4/2N2R2/8/3K3k w - - 1 57,0.2279999999999999,0.221,0.006999999999999895
40347,2b3K1/6B1/b3q3/8/k2B4/2Q5/8/8 w - - 12 48,-0.0569999999999999,-0.05,0.006999999999999895
41046,5k2/7R/7N/8/K7/1Bb5/8/2n3r1 w - - 8 61,0.0699999999999999,0.063,0.006999999999999895
7702,4k1N1/1K6/8/2B5/8/6n1/1Q4b1/7q w - - 10 35,0.1959999999999999,0.189,0.006999999999999895
43807,3B4/5b1K/8/8/6q1/8/4rk2/2QR4 w - - 1 63,0.932,0.939,0.006999999999999895
24912,4nq2/8/8/Q7/8/5nK1/8/1k3N1N w - - 1 32,0.1699999999999999,0.163,0.006999999999999895
4082,7R/3q4/1k6/7n/4K3/8/7r/2N1Q3 w - - 15 63,0.934,0.941,0.006999999999999895
7653,k5r1/8/8/8/q2r4/5R2/7R/K6Q w - - 12 60,0.94,0.933,0.006999999999999895
26758,q7/k7/4r3/1n3N2/3K3Q/8/8/7R w - - 3 38,-0.943,-0.936,0.006999999999999895
48982,r7/8/2B5/7R/r1K5/5R2/k2b4/8 w - - 0 61,0.0849999999999999,0.078,0.006999999999999895
24686,K3R3/3n4/3kr3/7Q/8/3q4/6N1/8 w - - 3 42,0.939,0.932,0.006999999999999895
26955,5r1k/3K1r2/3N4/8/3R4/8/5n2/R7 w - - 12 48,0.94,0.933,0.006999999999999895
24614,8/8/5Q1R/1B6/3b4/1kq5/6K1/2r5 w - - 14 57,-0.189,-0.1959999999999999,0.006999999999999895
24531,8/6k1/8/3Q1R2/B7/5q2/1K3r2/7b w - - 10 62,-0.931,-0.938,0.006999999999999895
17885,3N2B1/8/8/2b5/3n3Q/5K2/3q4/3k4 w - - 7 40,-0.934,-0.941,0.006999999999999895
24518,4b3/8/4K3/8/2k5/6R1/3r1r2/2B4R w - - 4 64,0.1359999999999999,0.129,0.006999999999999895
22127,3b4/B7/8/3n3B/1b6/1k6/6KN/8 w - - 9 50,0.0699999999999999,0.063,0.006999999999999895
41334,8/8/Q6N/n4b2/k7/2K5/4B3/1q6 w - - 17 60,0.077,0.0839999999999999,0.006999999999999895
27132,8/3n3B/b6Q/q1k5/8/2N5/3K4/8 w - - 3 38,0.132,0.1389999999999999,0.006999999999999895
41406,8/1r6/7b/8/1n6/7B/3K1k2/2R2N2 w - - 18 61,-0.932,-0.939,0.006999999999999895
40143,2Q5/8/3b1BN1/3k3K/8/8/7n/1q6 w - - 6 37,0.0679999999999999,0.061,0.006999999999999895
41434,7N/2n5/8/2k5/n2r4/3RK3/8/4N3 w - - 12 39,0.944,0.937,0.006999999999999895
36319,7n/1N6/3NR2K/8/r7/n6k/8/8 w - - 2 64,0.133,0.1399999999999999,0.006999999999999895
43093,R7/3b3B/1q2k3/5r2/8/7K/2Q5/8 w - - 9 44,0.941,0.934,0.006999999999999895
25680,3k4/6B1/8/8/4K2R/8/2b5/3r1r1R w - - 14 58,-0.944,-0.937,0.006999999999999895
23247,2R5/1K3k2/1n4r1/8/2R5/3N4/8/7r w - - 10 36,0.8099999999999999,0.803,0.006999999999999895
37283,8/8/1Br4k/2Q3R1/b4q2/8/8/5K2 w - - 8 34,-0.942,-0.935,0.006999999999999895
45510,3nR3/3r4/8/k4N1n/7N/5K2/8/8 w - - 11 47,0.0399999999999999,0.033,0.006999999999999895
14049,5n2/4nq2/4N3/4Q3/7K/2N5/6k1/8 w - - 7 40,0.1919999999999999,0.185,0.006999999999999895
49632,2R5/1B6/4r3/3Nn3/8/2K2kb1/8/8 w - - 6 33,0.0989999999999999,0.092,0.006999999999999895
37150,1n3b2/8/5N2/6r1/8/2RK3k/B7/8 w - - 13 57,0.224,0.2309999999999999,0.006999999999999895
16086,q2r4/2Q5/7k/8/2R5/1K2b3/8/4B3 w - - 4 41,0.944,0.937,0.006999999999999895
36793,2K5/7R/8/4N3/8/n1R5/3rk3/r7 w - - 5 42,0.937,0.944,0.006999999999999895
32479,6Q1/B7/1K2R3/5k2/4r3/4q3/b7/8 w - - 3 58,-0.933,-0.94,0.006999999999999895
10401,6b1/8/6r1/6n1/6K1/R7/B6N/k7 w - - 15 69,0.5609999999999999,0.554,0.006999999999999895
47603,8/4QN2/5N2/1k6/n2K4/8/6q1/6n1 w - - 11 45,0.0399999999999999,0.033,0.006999999999999895
13011,1B4b1/8/k7/8/8/4Q3/q5BK/b7 w - - 5 64,0.272,0.2789999999999999,0.006999999999999895
47065,5n2/q7/8/8/2Q5/k1K1r3/2R4N/8 w - - 12 41,0.0409999999999999,0.034,0.006999999999999895
2645,2B5/1Rb5/6Q1/2q4K/8/8/8/k3r3 w - - 5 70,-0.8089999999999999,-0.802,0.006999999999999895
29824,k7/8/8/4K1b1/6r1/n7/1RB5/N7 w - - 2 33,0.077,0.0839999999999999,0.006999999999999895
30014,6R1/4q1B1/8/r4b2/6QK/8/8/5k2 w - - 9 62,-0.942,-0.935,0.006999999999999895
31489,5Q2/b3N3/n7/8/8/8/7k/1BK4q w - - 0 34,-0.108,-0.1149999999999999,0.006999999999999895
32526,7K/1R1Q4/7r/2B5/7q/8/8/5k1b w - - 9 54,-0.942,-0.935,0.006999999999999895
31740,R5B1/b3q1r1/7k/8/3K4/8/2Q5/8 w - - 5 54,-0.938,-0.931,0.006999999999999895
47358,3k1n2/8/6q1/1n4K1/8/8/7N/2N1Q3 w - - 2 70,-0.077,-0.0839999999999999,0.006999999999999895
11855,3b4/3K4/5q2/k7/8/BQb5/8/6B1 w - - 5 57,0.222,0.2289999999999999,0.006999999999999895
35911,8/Q1R5/8/3q4/7k/2K2n2/N2r4/8 w - - 12 50,-0.0849999999999999,-0.078,0.006999999999999895
32464,1rn5/4b3/8/3N4/8/3K3R/4B3/k7 w - - 18 70,0.192,0.1989999999999999,0.006999999999999895
15662,6Q1/q7/5K2/7n/B5b1/7k/1N6/8 w - - 3 38,-0.2299999999999999,-0.223,0.006999999999999895
38454,7N/3K3b/8/7r/kB3R2/8/8/7n w - - 3 38,0.034,0.0409999999999999,0.006999999999999895
32151,8/b7/8/8/5B2/K7/2RB4/b3rk2 w - - 14 61,0.944,0.937,0.006999999999999895
14484,q1K2N2/8/4Q3/n7/8/kN6/5n2/8 w - - 1 66,-0.123,-0.1299999999999999,0.006999999999999895
30288,5K1q/6R1/3k4/8/8/8/3r3N/3n3Q w - - 1 52,-0.782,-0.7889999999999999,0.006999999999999895
1336,4b3/3q1Bk1/3b4/4K3/8/1B6/8/1Q6 w - - 5 35,-0.5549999999999999,-0.548,0.006999999999999895
49623,1K6/2N5/8/3B1R2/8/1r6/n1k5/b7 w - - 0 34,0.0849999999999999,0.078,0.006999999999999895
14082,4R3/5r2/7q/k7/8/8/6K1/2rR2Q1 w - - 10 44,0.936,0.943,0.006999999999999895
46690,Q3N3/6K1/B7/4k3/8/4n3/8/1b1q4 w - - 0 34,0.0569999999999999,0.05,0.006999999999999895
49580,6Q1/8/8/6K1/3q4/2r4k/8/R2B3b w - - 12 65,-0.092,-0.0989999999999999,0.006999999999999895
530,5K2/6N1/7k/3R4/2r1r3/6n1/1R6/8 w - - 6 39,0.944,0.937,0.006999999999999895
31418,7n/8/q1k5/6RK/6Q1/8/2N5/1r6 w - - 1 31,0.934,0.941,0.006999999999999895
8926,6Kq/3B4/5bR1/Q7/8/4k3/2r5/8 w - - 5 54,0.256,0.2499999999999999,0.006000000000000116
27792,6R1/6B1/4K3/8/5q2/2r5/1b2k3/6Q1 w - - 7 36,0.3289999999999999,0.335,0.006000000000000116
7433,8/b7/8/B7/q1r1k3/8/3Q4/3R2K1 w - - 13 43,0.2679999999999999,0.274,0.006000000000000116
23292,4k3/8/1r6/1q3n2/8/1N5R/4K3/6Q1 w - - 3 50,-0.1289999999999999,-0.135,0.006000000000000116
26485,1k3NK1/r7/8/8/R7/8/2Q5/3nq3 w - - 0 52,0.7919999999999999,0.798,0.006000000000000116
26184,2QN4/7k/7q/3n4/5rR1/K7/8/8 w - - 3 39,0.0409999999999999,0.047,0.0060000000000001025
48033,8/5R2/8/1B6/1K2k3/2b5/4N3/3n3r w - - 17 55,0.062,0.0559999999999999,0.0060000000000001025
47847,8/1Kn5/8/2r5/4R2B/5Nbk/8/8 w - - 12 53,0.048,0.0419999999999999,0.0060000000000001025
47361,5n2/2N5/6K1/8/nq6/4k3/Q7/2N5 w - - 12 66,0.04,0.0339999999999999,0.0060000000000001025
44540,3r1r2/b7/4R3/6k1/8/2R4B/7K/8 w - - 10 36,0.025,0.0189999999999999,0.0060000000000001025
45773,4n2n/8/2K5/6b1/2B5/8/8/1k2NN2 w - - 11 56,0.0399999999999999,0.046,0.0060000000000001025
42016,8/1Q6/6n1/5N2/5q2/7K/3b4/1B1k4 w - - 16 54,0.0779999999999999,0.084,0.0060000000000001025
35157,8/K2r4/3B4/k7/8/b7/r7/3RR3 w - - 2 45,-0.056,-0.0499999999999999,0.0060000000000001025
49210,8/r3K2b/8/b7/6B1/B7/1R6/k7 w - - 0 67,-0.0699999999999999,-0.076,0.0060000000000001025
34178,n7/N4b2/3B4/8/1R1K4/8/8/5k1r w - - 7 46,0.0849999999999999,0.091,0.0060000000000001025
46255,1Bn4r/8/8/2N3k1/3R4/8/5K2/2b5 w - - 19 68,0.0419999999999999,0.048,0.0060000000000001025
23425,B7/3q3K/Q3R3/8/8/8/1b6/3r2k1 w - - 10 68,-0.0699999999999999,-0.076,0.0060000000000001025
47392,2K5/8/6R1/8/b7/6N1/2n4k/3r3B w - - 18 66,0.0399999999999999,0.046,0.0060000000000001025
20505,8/5B1b/8/R5R1/2r5/1k2K2r/8/8 w - - 3 54,0.122,0.1159999999999999,0.0060000000000001025
45952,k2n4/r7/8/8/3b1NB1/8/3K4/4R3 w - - 10 33,0.0569999999999999,0.063,0.0060000000000001025
42570,2K5/3Br3/7k/7b/3R4/3Q4/q7/8 w - - 0 40,0.12,0.1139999999999999,0.0060000000000001025
25547,6N1/8/1N6/8/6n1/4Rnr1/3K4/1k6 w - - 4 37,-0.089,-0.0829999999999999,0.0060000000000001025
34042,1b5k/8/1B6/3N4/4b3/8/B6n/4K3 w - - 11 52,0.056,0.0499999999999999,0.0060000000000001025
5651,5n2/4R3/4Q2N/8/3r4/8/5q2/2k4K w - - 1 47,0.0499999999999999,0.056,0.0060000000000001025
579,8/8/1Q2nq2/NR1K4/8/8/k7/r7 w - - 8 35,-0.131,-0.1249999999999999,0.0060000000000001025
47889,7N/8/7n/4r3/2kn2R1/5K2/8/6N1 w - - 4 34,-0.063,-0.0569999999999999,0.0060000000000001025
47149,4R2B/8/5bk1/K1r2n2/6N1/8/8/8 w - - 7 35,0.048,0.0419999999999999,0.0060000000000001025
45637,1q2N1Q1/k1N5/5K2/8/8/2n2n2/8/8 w - - 8 42,0.047,0.0409999999999999,0.0060000000000001025
39841,8/5R2/7k/7r/8/1N6/5N2/1n2K2n w - - 7 32,0.0399999999999999,0.046,0.0060000000000001025
46724,8/2k5/6R1/4K3/8/b3B3/b6B/3r4 w - - 7 35,0.0419999999999999,0.048,0.0060000000000001025
46779,8/7r/8/b3B3/8/k1nR2N1/6K1/8 w - - 1 70,0.047,0.0409999999999999,0.0060000000000001025
15032,6k1/7r/2R5/2r1K3/Q1R5/8/8/6q1 w - - 2 62,0.025,0.0189999999999999,0.0060000000000001025
47452,5r2/1R6/n4r2/8/8/R1K2k2/2N5/8 w - - 3 48,0.0679999999999999,0.074,0.0060000000000001025
35284,8/8/8/K6r/4nk2/1B4b1/8/1R4N1 w - - 3 66,-0.105,-0.0989999999999999,0.0060000000000001025
40436,4Nb2/3n4/r7/8/5R2/8/B7/K5k1 w - - 2 66,0.0559999999999999,0.062,0.0060000000000001025
39515,K6N/8/3r4/8/7N/3nn3/1k6/7R w - - 15 69,-0.055,-0.0489999999999999,0.0060000000000001025
48233,8/2K3b1/5kB1/8/8/1N6/6R1/5r1n w - - 11 43,0.076,0.0699999999999999,0.0060000000000001025
35153,2q5/7N/3Qn3/1KN5/8/8/1k6/1n6 w - - 7 52,0.0679999999999999,0.074,0.0060000000000001025
49463,n7/5R2/4rN2/8/1b1K1B2/8/8/1k6 w - - 16 69,0.089,0.0829999999999999,0.0060000000000001025
46402,8/6R1/k7/8/4RK2/2r5/1r4Bb/8 w - - 13 46,-0.04,-0.0339999999999999,0.0060000000000001025
41646,5B2/8/8/8/r5K1/1n6/bR5N/4k3 w - - 0 53,0.0849999999999999,0.091,0.0060000000000001025
12634,3Q4/1K6/8/4b3/6r1/2R5/3Bq2k/8 w - - 8 68,-0.048,-0.0419999999999999,0.0060000000000001025
34054,1N3N2/2Q5/7n/3q4/8/8/8/K2nk3 w - - 15 52,-0.0619999999999999,-0.068,0.0060000000000001025
38773,2K5/1NB5/8/7n/4R3/8/1b6/1r1k4 w - - 7 53,0.047,0.0409999999999999,0.0060000000000001025
47717,8/1N4br/8/8/6n1/3K4/1R6/2B1k3 w - - 16 69,0.035,0.0289999999999999,0.0060000000000001025
45944,k7/1r5n/8/8/7n/3N3N/7K/4R3 w - - 2 63,0.0339999999999999,0.04,0.0060000000000001025
47061,1N4bB/8/B7/8/4b3/8/5K1n/2k5 w - - 4 35,0.048,0.0419999999999999,0.0060000000000001025
25277,1n3Nk1/8/5Q2/6B1/6K1/8/6q1/7b w - - 9 32,0.063,0.0569999999999999,0.0060000000000001025
23049,8/RN6/8/2K1r3/5k2/4n3/8/4n2N w - - 11 68,-0.0989999999999999,-0.105,0.0060000000000001025
29051,4b3/6R1/r7/2KR3r/8/2k3B1/8/8 w - - 5 62,0.0349999999999999,0.041,0.0060000000000001025
40899,1B2r3/8/8/6R1/1R6/K1b5/2kr4/8 w - - 9 35,-0.076,-0.0699999999999999,0.0060000000000001025
28670,8/2K5/B7/1R6/7b/8/7r/kBb5 w - - 3 36,0.0409999999999999,0.047,0.0060000000000001025
12340,8/3Q4/8/1K4B1/4q3/8/k7/bb4B1 w - - 11 59,0.064,0.0579999999999999,0.0060000000000001025
46378,2KNn1bB/8/r7/8/8/5k2/8/2R5 w - - 10 59,0.048,0.0419999999999999,0.0060000000000001025
38393,4N1B1/1K6/8/1k3b2/8/7n/R1r5/8 w - - 1 30,0.034,0.0279999999999999,0.0060000000000001025
11017,1q6/8/5k2/3B4/2Q2bR1/r2K4/8/8 w - - 21 70,0.062,0.0559999999999999,0.0060000000000001025
41018,3r4/n7/N7/3k4/5KR1/8/8/n2N4 w - - 2 46,0.0689999999999999,0.075,0.0060000000000001025
45808,6n1/5K1b/8/2Bb4/8/3N4/k3B3/8 w - - 11 60,0.02,0.0139999999999999,0.006000000000000101
47255,kq1K2R1/8/8/8/4brB1/4Q3/8/8 w - - 7 51,0.0079999999999999,0.014,0.006000000000000101
10970,4R3/R2r3q/K7/8/r7/4Q3/k7/8 w - - 13 48,-0.02,-0.0139999999999999,0.006000000000000101
19338,8/r7/k3N3/8/K3n3/3q4/RQ6/8 w - - 3 31,0.016,0.0099999999999999,0.006000000000000101
32939,8/7Q/2q5/1b1n4/1k1K2N1/8/5B2/8 w - - 10 35,0.017,0.0109999999999999,0.006000000000000101
25104,2B3q1/n1K3N1/8/8/8/4b3/6Q1/2k5 w - - 8 56,-0.008,-0.0019999999999999,0.006000000000000101
24840,2B5/8/8/3n4/1q5b/7Q/k1K5/3N4 w - - 11 42,0.01,0.0039999999999999,0.0060000000000001
33765,7q/2Q5/6n1/6B1/2bk4/8/6N1/K7 w - - 5 61,0.03,0.0239999999999999,0.006000000000000099
33130,6K1/k7/8/2n4N/2r5/6R1/3R4/2r5 w - - 1 36,0.0209999999999999,0.027,0.006000000000000099
44035,5K2/B4R2/1r6/2b3nN/8/4k3/8/8 w - - 6 35,0.0069999999999999,0.013,0.006000000000000099
34633,6r1/3B3R/8/6K1/1Q6/6k1/8/6qb w - - 1 37,-0.03,-0.0239999999999999,0.006000000000000099
15257,r1N5/8/8/1n1nk2N/8/2RK4/8/8 w - - 0 32,-0.0119999999999999,-0.018,0.006000000000000099
33386,8/k7/8/4r3/8/2R3NQ/8/1K4qn w - - 9 43,-0.0239999999999999,-0.03,0.006000000000000099
44473,5k2/8/1Rr5/B6R/4b3/4r3/8/6K1 w - - 6 44,0.028,0.0219999999999999,0.006000000000000099
37885,8/8/8/1b1B1nN1/2R5/8/k7/r2K4 w - - 7 61,0.009,0.0029999999999999,0.006000000000000099
45324,2r5/8/3bN2R/8/6n1/8/1k1BK3/8 w - - 2 47,0.018,0.0119999999999999,0.006000000000000099
32741,5B2/8/4K3/kr1b3N/8/3R4/n7/8 w - - 2 60,0.011,0.0049999999999999,0.006000000000000099
24991,n5B1/2b5/6N1/8/8/8/5KR1/2rk4 w - - 14 60,0.0169999999999999,0.023,0.006000000000000099
37839,5r2/3K4/6R1/B7/8/1b3k2/7Q/3q4 w - - 11 45,0.0259999999999999,0.032,0.006000000000000099
47216,6N1/3n4/K2n4/1r6/8/4R3/7N/3k4 w - - 5 30,0.0199999999999999,0.026,0.006000000000000099
34130,6N1/8/6Q1/4B3/k6b/8/4K3/1n2q3 w - - 4 64,-0.0309999999999999,-0.037,0.006000000000000099
38113,N7/8/5R2/6r1/5N2/5n1K/8/1n5k w - - 7 32,0.018,0.0119999999999999,0.006000000000000099
24784,7n/8/7k/1q6/5K2/Q2N4/N7/3n4 w - - 6 41,0.0029999999999999,0.009,0.006000000000000099
45644,8/8/5n1k/3b4/8/B7/3N3n/3K2N1 w - - 7 44,0.0249999999999999,0.031,0.006000000000000099
22331,8/8/2k5/1n3Q2/4RKN1/8/3q4/r7 w - - 2 48,-0.0299999999999999,-0.036,0.006000000000000099
44835,8/8/b1B5/7r/3R4/1k5b/6B1/2K5 w - - 6 61,0.031,0.0249999999999999,0.006000000000000099
25870,R7/4r3/1R2n2N/8/2K5/6k1/8/2r5 w - - 2 53,-0.031,-0.0249999999999999,0.006000000000000099
44594,7k/8/4b2N/8/B1nK4/8/7R/2r5 w - - 5 67,0.0249999999999999,0.031,0.006000000000000099
45120,8/2n5/3N2b1/3B4/8/5Q2/3q4/k6K w - - 14 55,0.013,0.0069999999999999,0.006000000000000099
28437,4r3/K7/R7/1k6/3B4/8/R2br3/8 w - - 13 44,-0.009,-0.0029999999999999,0.006000000000000099
44206,2b1B3/8/5r2/6R1/3n4/3k2N1/1K6/8 w - - 4 59,-0.0069999999999999,-0.013,0.006000000000000099
24922,3r4/4b3/1R6/1B6/8/b7/4B3/1k2K3 w - - 20 63,0.027,0.0209999999999999,0.006000000000000099
34127,2Q5/4k3/1N6/6q1/5b2/n7/2K5/B7 w - - 6 49,0.018,0.0119999999999999,0.006000000000000099
44100,8/8/2r4n/1k1K4/4R3/2b3B1/5N2/8 w - - 19 69,-0.011,-0.0049999999999999,0.006000000000000099
